DateTime,Numero di insetti,Nuove catture (per evento),Media Temperatura,Media UmiditÃ 
2024-07-31 00:00:00,0.0,0.0,29.475714285714282,40.637142857142855
2024-08-01 00:01:00,0.0,0.0,28.83458333333333,52.446666666666665
2024-08-02 00:03:00,0.0,0.0,31.059583333333332,43.4275
2024-08-03 00:00:00,0.0,0.0,27.927916666666665,65.88083333333334
2024-08-04 00:04:00,0.0,0.0,25.843333333333334,72.73541666666667
2024-08-05 00:00:00,0.0,0.0,26.7625,63.102916666666665
2024-08-06 00:01:00,0.0,0.0,27.45875,55.41
2024-08-07 00:03:00,0.0,0.0,28.099999999999998,60.93958333333333
2024-08-08 00:04:00,0.0,0.0,27.246666666666666,65.06583333333333
2024-08-09 00:04:00,0.0,0.0,26.313333333333333,66.43875
2024-08-10 00:01:00,0.0,0.0,28.14708333333333,62.01500000000001
2024-08-11 00:02:00,0.0,0.0,29.410416666666666,56.90625
2024-08-12 00:00:00,0.0,0.0,30.10375,53.17958333333333
2024-08-13 00:01:00,0.0,0.0,30.597916666666666,50.34708333333333
2024-08-14 00:03:00,0.0,0.0,30.082083333333333,52.11875
2024-08-15 00:04:00,0.0,0.0,29.105,54.668749999999996
2024-08-16 00:02:00,0.0,0.0,26.87291666666667,64.11458333333333
2024-08-17 00:03:00,0.0,0.0,28.220416666666665,62.22666666666667
2024-08-18 00:00:00,1.0,1.0,26.63291666666667,67.24166666666666
2024-08-19 00:02:00,0.0,0.0,25.462083333333336,67.56166666666667
2024-08-20 00:03:00,0.0,0.0,21.619583333333335,84.25791666666667
2024-08-21 00:05:00,0.0,0.0,22.817916666666665,89.06791666666668
2024-08-22 00:01:00,0.0,0.0,26.90041666666667,67.15625
2024-08-23 00:03:00,0.0,0.0,25.714166666666667,73.51208333333334
